id,name,genres,followers,popularity,mean_danceability,sd_danceability,mean_energy,sd_energy,mean_key,sd_key,mean_loudness,sd_loudness,mean_mode,sd_mode,mean_speechiness,sd_speechiness,mean_acousticness,sd_acousticness,mean_instrumentalness,sd_instrumentalness,mean_liveness,sd_liveness,mean_valence,sd_valence,mean_tempo,sd_tempo,mean_duration_ms,sd_duration_ms,mean_time_signature,sd_time_signature,mean_chorus_hit,sd_chorus_hit,mean_sections,sd_sections,mean_target,sd_target
0aU7GVdY5SUzQ0dBObFK57,Simeon ten Holt,"['dutch contemporary classical', 'minimalism']",5641.0,35,0.3945,0.2110189565,0.0777775,0.0534982806,2.75,2.9860788112,-28.4725,4.0185852817,1.0,0.0,0.0374,0.0038893016,0.99575,0.0005,0.938,0.0258585898,0.13075,0.029273139,0.30675,0.1229806895,98.43225,16.6762455882,188300.25,88809.2826731343,3.25,0.5,55.333495,21.7307239634,7.75,4.5,0.0,0.0
5QKYeEDsNp6ScBnkGdfrx9,David & David,[],5158.0,35,0.637,0.0438406204,0.574,0.1159655121,3.5,4.9497474683,-13.808,0.8555992052,1.0,0.0,0.03995,0.0014849242,0.3555,0.2255670632,0.000283,5.9397e-05,0.26025,0.2584475285,0.6975,0.2085965005,111.893,11.3306790617,310826.5,28755.9114705133,4.0,0.0,30.581245,9.3639393316,15.5,2.1213203436,1.0,0.0
3Ew1ynSmASX9Uec5FzBYrL,Don Ho,['hawaiian'],5026.0,35,0.525,0.1033279568,0.403,0.1478670574,2.5,2.0816659995,-13.071,4.0599828407,1.0,0.0,0.0392,0.0104086502,0.77575,0.1994866328,9.85225e-05,0.0001864082,0.2375,0.1186043844,0.6765,0.1749676161,134.4,14.2354333267,155966.5,12161.6272074642,4.0,0.0,40.643585,20.8458104929,6.0,2.1602468995,0.0,0.0
2AYmrUFn1ATSfFSx3B4tvb,The Capitols,['motown'],5010.0,35,0.6943333333,0.0277908858,0.514,0.0674462749,6.6666666667,4.9328828623,-13.6413333333,1.0892664198,0.6666666667,0.5773502692,0.0636333333,0.0099450155,0.4643333333,0.11712102,0.0,0.0,0.2138333333,0.2021103247,0.8303333333,0.0843879928,99.3316666667,28.6029719493,151684.6666666667,13392.443254811,4.0,0.0,48.8844366667,17.5249550754,6.6666666667,2.3094010768,1.0,0.0
2d4DsLfaKstHsimzDw0LyM,Nathan Salsburg,"['american primitive', 'drone folk', 'freak folk', 'indie folk', 'kentucky roots']",4951.0,35,0.557,,0.207,,8.0,,-13.69,,1.0,,0.0554,,0.821,,0.876,,0.117,,0.427,,90.128,,288053.0,,4.0,,42.95913,,11.0,,0.0,
0ZjB2OpMQL3LKJyEdeIz7o,Lee Oskar,['harmonica jazz'],4938.0,35,0.773,,0.523,,0.0,,-10.465,,1.0,,0.0602,,0.105,,0.42,,0.118,,0.931,,167.645,,215040.0,,4.0,,39.22939,,8.0,,1.0,
4QYDxx5VDqINxMtUapyF9q,Cissy Houston,[],4667.0,35,0.425,,0.463,,5.0,,-7.139,,1.0,,0.0414,,0.541,,0.000149,,0.127,,0.366,,97.483,,205160.0,,4.0,,36.30049,,10.0,,1.0,
4XUltzTgP8sMvgKTOyjceo,Discovery Singers,"['christian a cappella', 'christian relaxative']",4607.0,35,0.513,,0.258,,9.0,,-13.636,,1.0,,0.0392,,0.976,,0.0,,0.173,,0.495,,75.045,,136867.0,,4.0,,20.93505,,3.0,,0.0,
3xgVb12lTabQh3FnxXgjQk,PMD,[],4602.0,35,0.376,,0.758,,0.0,,-10.088,,1.0,,0.311,,0.000995,,0.00036,,0.24,,0.493,,174.088,,242227.0,,4.0,,21.29363,,11.0,,1.0,
26cyEknjBMpiYPYK2zi974,Danny O'Keefe,"['country rock', 'singer-songwriter']",4459.0,35,0.514,,0.412,,7.0,,-10.041,,1.0,,0.0263,,0.412,,0.000971,,0.127,,0.511,,89.616,,163333.0,,4.0,,25.09486,,9.0,,1.0,
5ZVc8t2irmJwaMSkDXY1Rj,Junior,['reunion pop'],4354.0,35,0.773,,0.457,,1.0,,-12.504,,0.0,,0.0288,,0.108,,0.00035,,0.0692,,0.775,,109.756,,401333.0,,4.0,,19.09675,,16.0,,1.0,
2XuUpb7uqPRFkw22ff4cQF,Kosmonova,['bubble trance'],4082.0,35,0.722,,0.882,,0.0,,-8.279,,1.0,,0.0524,,0.0063,,0.893,,0.0521,,0.797,,139.984,,454787.0,,4.0,,41.3452,,18.0,,0.0,
2vaRrv3i7PDOXPEue24qe5,Hot Butter,"['early synthpop', 'moog']",3937.0,35,0.784,,0.626,,11.0,,-14.617,,0.0,,0.0572,,0.0425,,0.703,,0.0645,,0.952,,136.886,,151440.0,,4.0,,25.24509,,10.0,,1.0,
45B2tXcwmZXjfCbK6c3oqu,VCTRE,['experimental bass'],3819.0,35,0.627,,0.933,,10.0,,-5.176,,0.0,,0.225,,0.14,,0.464,,0.325,,0.254,,169.873,,231294.0,,4.0,,51.19082,,8.0,,0.0,
3kfAk1i7bmKvhjBoGEAQqy,Jan Lundgren Trio,"['jazz trio', 'modern jazz trio', 'swedish jazz']",3740.0,35,0.5076666667,0.0456106713,0.3416666667,0.0882175342,10.0,0.0,-16.8223333333,2.2027585735,0.6666666667,0.5773502692,0.0353333333,0.0013279056,0.8213333333,0.0700594985,0.6137666667,0.4648691895,0.7016666667,0.0098657657,0.569,0.1560032051,101.1183333333,10.6194381364,264826.6666666667,22898.0501862786,4.0,0.0,90.4472666667,50.7080816195,7.0,1.7320508076,0.0,0.0
6GDSMFwAQBfnrrZf981Yji,The Browns,"['nashville sound', 'vocal harmony group']",3599.0,35,0.457,,0.228,,7.0,,-11.901,,1.0,,0.0269,,0.911,,0.0002,,0.139,,0.231,,96.324,,159493.0,,3.0,,53.09314,,6.0,,1.0,
7zpkDJ62XdmBpd5ZYM9l5o,Noel,[],3451.0,35,0.745,0.0014142136,0.726,0.1258650071,10.0,1.4142135624,-11.187,0.4270924958,0.0,0.0,0.05245,0.0207182287,0.05505,0.0187383297,0.000508,0.0006137687,0.0548,0.0313955411,0.869,0.0919238816,117.814,2.494672724,292553.5,39720.3092195919,4.0,0.0,43.3513,35.3890114842,12.0,2.8284271247,1.0,0.0
4qZy2ynsF20knWgNcHyPTr,Tol & Tol,['nederpop'],3233.0,35,0.679,,0.399,,5.0,,-14.321,,1.0,,0.0336,,0.178,,0.00679,,0.0883,,0.777,,115.073,,206907.0,,4.0,,26.87272,,11.0,,0.0,
31NCZhwUN45usixwARPxtJ,The Pirates,['pub rock'],3044.0,35,0.726,,0.566,,2.0,,-7.746,,1.0,,0.0551,,0.258,,1.25e-06,,0.0492,,0.963,,136.943,,188973.0,,4.0,,20.44755,,10.0,,0.0,
3hc7ufwx95yDtLGScjPg0c,Unholy,['dark clubbing'],3034.0,35,0.245,0.0791959595,0.699,0.2983990617,5.5,2.1213203436,-10.409,1.7423111088,0.5,0.7071067812,0.0596,0.0425678282,0.00775745,0.0109496192,0.3563,0.487479415,0.1447,0.1022476406,0.21645,0.205838784,82.2505,11.3921973517,314433.5,32479.5357802417,4.0,0.0,34.949095,13.3349661619,11.0,2.8284271247,0.0,0.0
2rwUq8tztT91PXEUIfPtx1,Kimbo Children's Music,"[""children's music""]",3003.0,35,0.936,,0.258,,0.0,,-13.76,,1.0,,0.0571,,0.111,,0.0,,0.0586,,0.555,,124.799,,84280.0,,4.0,,20.18741,,6.0,,0.0,
64kJQldKjOe5VQpu1EPMQg,Paul Williams,[],2858.0,35,0.381,,0.318,,2.0,,-12.918,,1.0,,0.0515,,0.644,,5.54e-05,,0.134,,0.202,,153.639,,220120.0,,4.0,,53.83659,,9.0,,1.0,
2zkto0g1GbzlSAINp3UiLh,Backbone,['boston hardcore'],2842.0,35,0.333,,0.86,,2.0,,-13.112,,1.0,,0.0762,,7.11e-05,,0.896,,0.245,,0.232,,106.065,,105400.0,,4.0,,13.13166,,8.0,,0.0,
052NpRSiz4SQTsFnvwMP6t,The Fuzz,['classic soul'],2454.0,35,0.4295,0.0671751442,0.5075,0.06151829,4.5,3.5355339059,-9.4345,1.9565644635,0.5,0.7071067812,0.0312,0.0056568542,0.4025,0.232638131,9.8e-07,1.3859e-06,0.3115,0.2481944802,0.7705,0.1152584053,76.1005,2.5689189361,165252.0,27411.7014794777,4.0,0.0,54.16253,36.1920443714,8.5,3.5355339059,1.0,0.0
44mpjgezw6zCJEJ8GXzz4k,Fonzerelli,[],2199.0,35,0.5625,0.0629325035,0.6875,0.0869741341,3.5,4.9497474683,-6.0945,3.1445038559,1.0,0.0,0.0447,0.0066468037,9.745e-05,0.000120986,0.6055,0.413657467,0.1445,0.0586898628,0.307,0.2771858582,129.9935,0.0049497475,385871.0,44419.0337805765,4.0,0.0,63.49001,43.3594059847,13.5,3.5355339059,0.0,0.0
6KfBWaX13etjtEZ4d9aTWW,Bobby Lewis,['rhythm and blues'],2139.0,35,0.52,0.1249279793,0.7033333333,0.1290167948,6.0,5.2915026221,-8.2206666667,1.0195633052,1.0,0.0,0.2186333333,0.3173061981,0.1284833333,0.1108277981,0.0,0.0,0.188,0.098488578,0.9216666667,0.0856582356,145.4496666667,2.8862242348,138684.3333333333,18153.6314916144,3.6666666667,0.5773502692,40.91198,18.4621580449,6.6666666667,1.5275252317,1.0,0.0
3MrlGi7epLyRUbC9F6p3XQ,Alice Gomez,"['environmental', 'native american']",1828.0,35,0.2975,0.0275771645,0.3035,0.0954594155,2.5,3.5355339059,-13.782,3.1805663018,1.0,0.0,0.0463,0.0178190909,0.814,0.2149604615,0.681,0.3026417023,0.1271,0.0493560533,0.1815,0.016263456,165.846,14.3132554648,338600.0,4713.5738033895,4.0,0.0,39.357445,3.5994068615,17.0,1.4142135624,0.0,0.0
6LK7EEHFApe9FZbFRFyBDN,The Newbeats,['northern soul'],1300.0,35,0.64275,0.1293093835,0.50375,0.112884528,6.25,3.3040379336,-12.70425,2.912760017,1.0,0.0,0.0479,0.021695468,0.67,0.1734416328,0.00295975,0.0046631921,0.19475,0.0769041611,0.77775,0.1491741153,124.95,36.0553038632,147756.75,26618.1170430342,4.0,0.0,60.377215,38.0134434965,7.0,2.9439202888,1.0,0.0
2eMowsxJka1vNx8oawObi7,Malo,[],1022.0,35,0.562,,0.561,,11.0,,-10.954,,0.0,,0.0342,,0.412,,1.98e-05,,0.0924,,0.665,,113.969,,393346.0,,4.0,,36.55971,,16.0,,1.0,
3W9geOv9EsI71zPr8b78BW,Los Del Mar,[],946.0,35,0.874,,0.539,,1.0,,-13.299,,1.0,,0.095,,0.229,,1.85e-05,,0.105,,0.932,,103.2,,232293.0,,4.0,,20.58381,,12.0,,1.0,
7hm0Ngouir56yhbzXu9yRH,Keith,['bubblegum pop'],775.0,35,0.4955,0.0883949471,0.45225,0.1367415445,7.75,1.5,-9.53725,0.8760838525,1.0,0.0,0.0373,0.0015684387,0.308175,0.1635556659,0.0,0.0,0.11115,0.0331631824,0.57225,0.1802190796,105.623,65.4726309333,180260.0,8246.8903230248,3.75,0.5,46.1899525,13.0408962481,9.5,1.0,1.0,0.0
2dwahgfAGjIu7wP1w1H8E3,G-Wiz,[],455.0,35,0.621,,0.725,,6.0,,-9.247,,1.0,,0.0952,,0.183,,0.0,,0.142,,0.847,,199.994,,258360.0,,4.0,,40.3794,,11.0,,1.0,
6VGkOHRnGhPYrzy9qM7CVj,The Raiders,['classic hardstyle'],434.0,35,0.538,0.1089892961,0.717,0.1671645896,5.0,5.6568542495,-10.0401428571,2.2532917719,0.5714285714,0.5345224838,0.0552714286,0.0250819799,0.2771257143,0.2041207044,0.0476293857,0.1249565977,0.1916857143,0.156168482,0.7267142857,0.2703058233,137.2301428571,22.5990549097,191731.4285714286,30163.0345558773,4.0,0.0,37.5948228571,5.1149450762,9.4285714286,1.6183471874,1.0,0.0
6Wy7YUpendmqYEKtiDcVpl,Cast,[],417.0,35,0.696,,0.525,,2.0,,-10.781,,1.0,,0.0355,,0.368,,0.000276,,0.654,,0.881,,90.973,,92373.0,,4.0,,0.0,,2.0,,0.0,
6OrBgYaYq7e0qYrJj6UZlx,Mayhem,['russelater'],367.0,35,0.1716666667,0.0571343446,0.902,0.0824863625,4.6666666667,2.5166114784,-8.9006666667,1.4796946757,0.6666666667,0.5773502692,0.0692333333,0.0075923207,0.00680373,0.0117747155,0.577,0.4104351349,0.323,0.007,0.151,0.0115325626,117.9186666667,33.7791799387,366057.6666666667,10692.1399323678,3.6666666667,0.5773502692,70.2835566667,33.532721152,13.6666666667,1.1547005384,0.0,0.0
5n0DyB1fCh3lYJKqTZrI7N,Eliseo Roman,"['broadway', 'show tunes']",299.0,35,0.736,,0.542,,9.0,,-7.564,,1.0,,0.0451,,0.726,,0.0,,0.0398,,0.83,,87.168,,113093.0,,4.0,,24.00675,,6.0,,0.0,
09Wpm9bnONbWvAcei0sSBG,Babyface,[],113.0,35,0.7264166667,0.1035510049,0.627,0.1713024969,5.5833333333,3.8720051966,-7.2194166667,1.610261326,0.6666666667,0.4923659639,0.0562083333,0.0312140545,0.1421166667,0.0986264471,0.0001215,0.0001763113,0.0946083333,0.0487994124,0.5939166667,0.2140932075,115.9344166667,26.2993295299,275618.5833333333,38973.5614101717,4.0,0.0,39.7528566667,19.0188179491,12.0,2.5226248955,1.0,0.0
0U0Dl2FdMSgCsYZHs29wJR,Future,[],38.0,35,0.7426,0.0941443336,0.5815,0.1239007219,7.1,3.6347092196,-6.9652,1.3665835584,0.4,0.5163977795,0.15769,0.1229482678,0.0438188,0.0650011659,0.003231875,0.0073281804,0.22121,0.0971693647,0.2996,0.1402776612,142.2198,10.0417144375,216883.1,39440.6094680484,4.0,0.0,45.083719,23.4247473708,9.5,2.3213980462,1.0,0.0
0F70W7YtLopmlP8S1BsbJl,Sweet,[],26.0,35,0.5621666667,0.1330705327,0.6535,0.1728059605,6.1666666667,3.1885210783,-9.6708333333,1.7365945315,0.5,0.5477225575,0.0464333333,0.0092409235,0.099545,0.093510458,0.0059993317,0.0127782803,0.0832166667,0.0261039014,0.7451666667,0.126755539,124.5965,26.8376924399,238148.6666666667,45238.0710139885,4.0,0.0,57.59541,20.3524231681,10.1666666667,1.9407902171,1.0,0.0
3V48iA0R5M36C86h0NXkn4,Mohanlal,['mollywood'],87248.0,34,0.721,,0.578,,0.0,,-9.705,,1.0,,0.254,,0.196,,0.000287,,0.202,,0.958,,180.055,,265787.0,,4.0,,29.79354,,13.0,,0.0,
2Y36dqR145FjTKUjibEcjO,Enuff Z'Nuff,"['glam metal', 'hard rock', 'sleaze rock', 'underground power pop']",59352.0,34,0.3035,0.0982878426,0.8835,0.0007071068,3.0,1.4142135624,-5.7625,2.749938272,1.0,0.0,0.04435,0.0031819805,0.039095,0.0495045458,0.0,0.0,0.3185,0.0148492424,0.3855,0.1491995308,152.996,32.3812479377,244373.5,19157.6440226871,4.0,0.0,45.8977,0.7376820784,9.5,2.1213203436,1.0,0.0
3bPSw3qkTeBZXnfDFUqmPG,Sarcófago,"['black thrash', 'brazilian black metal', 'brazilian death metal', 'brazilian metal', 'death metal', 'metal', 'metal mineiro', 'old school thrash']",53909.0,34,0.185,,0.988,,5.0,,-3.725,,1.0,,0.125,,3.04e-05,,0.00546,,0.39,,0.0778,,118.559,,207093.0,,4.0,,32.87352,,10.0,,0.0,
7liaWSL1uPVjIrnYSFDB6V,Salma Agha,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']",53061.0,34,0.6105,0.0091923882,0.6555,0.0261629509,7.0,0.0,-12.372,0.8089301577,1.0,0.0,0.221,0.0311126984,0.2155,0.0601040764,0.00018811,0.0002572313,0.2325,0.1661700936,0.457,0.1032375901,165.005,0.0395979797,266762.5,102590.5873484503,4.0,0.0,37.885385,26.7820582462,14.5,6.3639610307,0.0,0.0
0Q4ioaeWOOlKFVPNdFvp9q,Gorguts,"['brutal death metal', 'canadian metal', 'death metal', 'quebec death metal', 'technical death metal']",52967.0,34,0.245,0.0183847763,0.965,0.0014142136,1.0,0.0,-7.9705,0.2863782464,1.0,0.0,0.124,0.0028284271,1.06e-05,1.2728e-06,0.6605,0.0091923882,0.199,0.1385929291,0.205,0.0212132034,157.6855,3.9138360339,275900.0,14584.7844687537,4.0,0.0,53.192205,21.4461597647,12.0,0.0,0.0,0.0
2TbBb2QPTrPEbQ6yacOc7K,Sugar Kane,"['brazilian emo', 'brazilian hardcore', 'brazilian punk', 'brazilian rock', 'rock curitibano']",51718.0,34,0.291,0.0692964646,0.952,0.0424264069,3.5,4.9497474683,-4.9405,0.7445834406,0.5,0.7071067812,0.16205,0.1653922761,0.00099455,0.0012946418,0.0002895,0.0004094148,0.31425,0.3433003423,0.3885,0.2991061684,119.69,31.9796112859,146893.0,36373.572824236,4.0,0.0,40.73508,15.0288758116,7.0,1.4142135624,0.0,0.0
6a0qIxqTaL1BgqUfby0JLc,Talat Aziz,"['classic bollywood', 'classic pakistani pop', 'ghazal', 'sufi']",49798.0,34,0.604,,0.497,,2.0,,-6.933,,1.0,,0.0267,,0.748,,0.0,,0.358,,0.549,,95.008,,296760.0,,4.0,,16.58908,,14.0,,0.0,
0UGvFl1tJ49Co99gaXZH9Z,Arcturus,"['avant-garde black metal', 'avant-garde metal', 'black metal', 'jazz metal', 'norwegian black metal', 'norwegian metal', 'sci-fi metal', 'symphonic black metal']",49476.0,34,0.1855,0.0700035713,0.9065,0.0318198052,5.0,4.2426406871,-7.2825,2.8461047943,0.5,0.7071067812,0.0667,0.0050911688,0.00123175,0.0017370078,0.632,0.193747258,0.1955,0.0035355339,0.1755,0.0586898628,161.0485,54.558237916,318107.5,72633.301456701,4.0,0.0,59.06352,11.8782908374,15.0,2.8284271247,0.0,0.0
7aExFIr0IHWO5aFjMrGwKw,Charley Patton,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'pre-war blues', 'traditional blues', 'traditional folk']",47725.0,34,0.4715,0.1096015511,0.3025,0.051618795,7.5,3.5355339059,-14.0855,0.6653874811,0.5,0.7071067812,0.03705,0.0043133514,0.918,0.1060660172,0.177187,0.2500513426,0.4275,0.0657609307,0.447,0.0494974747,108.28,7.6607948674,186940.0,6721.7570619593,4.0,0.0,44.30056,2.0243477196,8.0,1.4142135624,0.0,0.0
6yX3wacPyKAueKwOAjKT0i,Michael Angelo Batio,"['metal guitar', 'neo classical metal', 'shred']",45998.0,34,0.18,,0.882,,7.0,,-10.28,,0.0,,0.0419,,0.00316,,0.597,,0.128,,0.402,,133.155,,223600.0,,4.0,,62.13199,,11.0,,0.0,
0mpVqJaKwg11LdSRrvI0PL,Major Harris,"['classic soul', 'philly soul', 'quiet storm']",45646.0,34,0.6016666667,0.050639247,0.3123333333,0.1015939631,4.0,4.3588989435,-16.12,2.4868196557,1.0,0.0,0.0457333333,0.0164317782,0.5935333333,0.5059787084,7.25633e-05,0.0001207591,0.0780333333,0.0270078384,0.447,0.2095805334,108.4156666667,10.3746361061,352071.0,163627.5140769425,3.6666666667,0.5773502692,32.8024566667,4.2275166324,13.0,3.6055512755,1.0,0.0
52ik8mwcuZ4ISphAkejj2Z,Ultramagnetic MC's,"['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'electro', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'turntablism']",44215.0,34,0.9275,0.0077781746,0.959,0.0,6.5,0.7071067812,-3.612,0.0989949494,0.5,0.7071067812,0.254,0.0325269119,0.033185,0.0421647774,7.965e-06,9.5247e-06,0.0963,0.0773574819,0.622,0.158391919,102.4075,10.9368205846,274760.0,73425.9681584111,4.0,0.0,48.90876,34.1891361294,14.0,1.4142135624,0.0,0.0
5Qb7CFfWNE9rlymfrFp5A2,Suicidal Angels,"['greek metal', 'new wave of thrash metal', 'thrash metal']",43274.0,34,0.367,,0.943,,1.0,,-3.228,,1.0,,0.288,,0.00187,,0.351,,0.325,,0.409,,109.946,,214093.0,,4.0,,57.44891,,9.0,,0.0,
4yBBNmdvVaoPEnr2lt14q7,Faust,"['art rock', 'experimental', 'experimental rock', 'industrial', 'krautrock', 'post-punk', 'psychedelic rock', 'uk post-punk']",42907.0,34,0.719,,0.487,,2.0,,-14.356,,1.0,,0.0612,,0.107,,0.0385,,0.11,,0.41,,120.067,,172453.0,,4.0,,31.04279,,9.0,,0.0,
7vCJSBATlld5vDKTH87tpG,Revolting Cocks,"['ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock']",42331.0,34,0.67,0.0296984848,0.854,0.1060660172,2.5,0.7071067812,-10.7575,3.2873394257,1.0,0.0,0.04345,0.0006363961,0.0151193,0.0213273305,0.533,0.3351686143,0.21325,0.1778373555,0.5065,0.0148492424,119.8695,16.7464098988,315805.5,30294.5758263753,4.0,0.0,38.867435,27.8493086532,13.5,2.1213203436,0.0,0.0
1LLiPRA3oThhxVf7W7gXQZ,Alcatrazz,"['album rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal']",40432.0,34,0.246,,0.898,,5.0,,-9.174,,1.0,,0.101,,1.78e-05,,0.7,,0.846,,0.331,,134.006,,242520.0,,4.0,,60.74365,,10.0,,0.0,
1Hu56IprUt6GltqTkpvguI,Somethin' For The People,"['new jack swing', 'r&b', 'urban contemporary']",39577.0,34,0.913,,0.289,,1.0,,-5.824,,1.0,,0.119,,0.0756,,0.000155,,0.112,,0.714,,135.959,,304360.0,,4.0,,40.79013,,12.0,,1.0,
45rpaf8BR69NIPqmeAYb7l,The Brecker Brothers,"['jazz funk', 'jazz fusion']",37237.0,34,0.749,,0.944,,0.0,,-5.058,,0.0,,0.141,,0.688,,0.706,,0.201,,0.704,,112.29,,293213.0,,4.0,,54.04655,,13.0,,1.0,
7ynDETvwFfaLOGPz143R31,O'Bryan,"['funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']",36872.0,34,0.834,,0.52,,10.0,,-11.503,,0.0,,0.0583,,0.129,,1.63e-05,,0.0817,,0.958,,139.24,,297293.0,,4.0,,18.82937,,13.0,,1.0,
2rBXL4J3kS7vAxXpAPqgFd,Y Not 7,"['classic thai pop', 'thai rock']",34892.0,34,0.58,,0.485,,9.0,,-5.313,,0.0,,0.0295,,0.177,,0.0,,0.14,,0.115,,148.044,,269573.0,,4.0,,59.84839,,9.0,,0.0,
1FIzwiROYEiAdCClC6Kvly,Rites of Spring,"['dc hardcore', 'emo', 'emo punk', 'emocore', 'post-hardcore', 'screamo']",34753.0,34,0.2944285714,0.0796740383,0.9151428571,0.054666957,5.0,3.2659863237,-6.2855714286,0.5214226875,0.8571428571,0.377964473,0.0585428571,0.0201111791,0.0044487143,0.0058781771,0.5997142857,0.2752306392,0.1708142857,0.1238049868,0.4527142857,0.1173665402,119.8388571429,9.1144851825,172403.8571428571,58689.5661920373,4.0,0.0,47.3242185714,19.0248967682,6.5714285714,1.9023794624,0.0,0.0
2ph3uep2AopkQ4romPAik0,Wanderlea,['jovem guarda'],33225.0,34,0.703,,0.607,,7.0,,-6.573,,1.0,,0.0351,,0.814,,0.0,,0.306,,0.964,,139.195,,167027.0,,4.0,,80.10896,,7.0,,0.0,
1cbBzQxiKcZCsit68iTbTJ,Lantlôs,"['atmospheric black metal', 'blackgaze', 'german black metal', 'post-metal', 'voidgaze']",33020.0,34,0.549,,0.883,,6.0,,-6.28,,1.0,,0.0355,,5.72e-05,,0.705,,0.175,,0.0933,,118.531,,389027.0,,4.0,,20.4233,,15.0,,0.0,
5Rv28BOArteQRhL8YUYgD5,Yukihiro Takahashi,"['japanese new wave', 'shibuya-kei', 'techno kayo']",32725.0,34,0.6538333333,0.0342018518,0.6426666667,0.188278163,3.0,2.0976176963,-9.7745,2.0049754861,0.5,0.5477225575,0.0387666667,0.0067840008,0.4686666667,0.2896602608,0.04728205,0.063852569,0.1370166667,0.1045717059,0.7926666667,0.2117438704,111.6105,25.8754360099,253608.8333333333,67964.1229720995,4.0,0.0,31.6410833333,11.4260136663,10.3333333333,3.9832984657,0.0,0.0
4L1danWWAgSc0b7nBgY9CB,Juliana Hatfield,"['alternative pop', 'alternative rock', 'boston rock', 'lilith', 'permanent wave']",32448.0,34,0.534,,0.814,,2.0,,-7.978,,1.0,,0.0717,,0.0359,,0.00539,,0.721,,0.686,,127.967,,205907.0,,4.0,,53.22886,,8.0,,1.0,
0m7gTbaLi5fM22MiRaRf7G,Tex Ritter,"['cowboy western', 'western swing']",32060.0,34,0.562,0.0537401154,0.282,0.0070710678,4.0,1.4142135624,-15.9735,1.9480791822,1.0,0.0,0.18495,0.1499773483,0.9125,0.0487903679,0.0,0.0,0.2595,0.0007071068,0.615,0.2588010819,95.067,37.8980950445,239200.0,68768.9628975165,3.5,0.7071067812,20.237125,3.7903115503,11.5,2.1213203436,1.0,0.0
3bIAUCN08OjlkGrqRjJDji,Playa,"['new jack swing', 'r&b', 'urban contemporary']",30744.0,34,0.735,0.0098994949,0.545,0.2983990617,3.5,4.9497474683,-6.9265,5.9163624382,1.0,0.0,0.08465,0.0170412734,0.10125,0.1071266773,6.216e-05,8.60408e-05,0.06815,0.0492853426,0.6345,0.2213244225,102.0285,35.3843304374,252493.5,83344.5549781148,4.0,0.0,48.589415,33.8409496793,12.5,7.7781745931,1.0,0.0
4DQj1q0unpi9KF8jO1Wqks,The Beau Brummels,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'country rock', 'folk rock', 'freakbeat', 'merseybeat', 'psychedelic rock']",30602.0,34,0.4904,0.1166996144,0.7222,0.1441429846,5.4,3.7815340802,-8.1008,1.7537376372,0.4,0.5477225575,0.0673,0.0596839593,0.4026,0.2154629899,1.011e-05,1.5513e-05,0.20036,0.1361657556,0.6494,0.076891482,138.4408,26.5402604584,166387.0,21607.2911652525,4.0,0.0,41.461314,17.2940650979,7.6,1.1401754251,1.0,0.0
5z96yaS2s1USscDldCCDgw,Angelic Upstarts,"['oi', 'punk', 'uk82']",30472.0,34,0.303,0.0925904963,0.9102,0.0458224836,5.2,2.7748873851,-5.32,0.6989270348,1.0,0.0,0.08598,0.0368475508,0.025607,0.0328189548,0.0001768,0.0003953368,0.28408,0.3133366113,0.44766,0.2605031247,135.9362,45.8610550925,176138.4,61669.907133058,3.8,0.4472135955,47.954862,28.2215937658,6.8,1.303840481,0.0,0.0
4lmpEOYpB8yNe8buBDP5vF,The White Tie Affair,"['alternative pop rock', 'dance rock', 'electropowerpop', 'neon pop punk', 'pixie', 'pop emo']",29842.0,34,0.557,,0.874,,0.0,,-5.729,,1.0,,0.0339,,0.00134,,0.0,,0.127,,0.396,,139.002,,230707.0,,3.0,,28.18829,,11.0,,1.0,
2GOgGMMJooNV8Yk2PjvzAa,V8,"['argentine heavy metal', 'argentine metal', 'latin metal']",28667.0,34,0.30725,0.0823095782,0.8688125,0.1125736611,4.875,4.2091170887,-8.4015,3.7774829009,0.75,0.4472135955,0.11955625,0.0472030644,0.0120775188,0.0316381368,0.0862503375,0.2309364775,0.1463,0.0931394796,0.375625,0.1046001115,126.9365625,26.8968089358,183470.0,81495.333301975,3.9375,0.25,33.870095625,11.2558802065,8.5625,2.3084987907,0.0,0.0
6EHBN4iYnUq7kLpfEnDONk,Lisette Melendez,['freestyle'],28567.0,34,0.6746666667,0.0653095195,0.9413333333,0.0249866631,8.3333333333,2.5166114784,-4.9666666667,1.264152417,0.3333333333,0.5773502692,0.0435333333,0.0116663333,0.0392246667,0.0518374404,0.1863,0.1215967516,0.1473333333,0.1703352381,0.7933333333,0.085582319,112.4206666667,11.4315516153,277588.6666666667,59673.057114022,4.0,0.0,38.7221566667,17.9184994639,10.6666666667,1.5275252317,1.0,0.0
